sample,steps,parameters,fidelities,step_sizes
1,0,"[0.040658300969875105, 0.29431852337666564, -0.9210097704493565, 0.2117558721102264, 0.9717989423863627, -0.48873187744306357, -0.6853128387156577, -0.4824665509632815, 0.959266553727921, -0.5405314505884311, -0.3604693231288292, -0.523972815265813, 0.7311622904787616, 0.8818371709887167, -0.5452784763935627, 0.796808981772319, 0.24237135854993874, 0.40248959016082764, -0.7985376192974138, -0.045537573039965196, 0.0, -0.0, 0.0, 0.03119432528207855, 0.0, -0.0, -0.0, -0.5811271701327099, -0.0, 0.0, -0.0, -0.42592733526308657, 0.018573563195607656, 0.4854878937344689, -0.748664076981362, 0.5992755659924724, 0.0, -0.0, -0.0, 0.4069414139269649, -0.0, -0.0, 0.0, -0.15667379403041748, 0.0, 0.0, 0.0, 0.82468963295521, -0.6682506166668492, 0.03156419308550196, -0.43319783204053786, -0.623569125806039, 0.0, -0.0, -0.0, -0.3025694034582953, -0.0, 0.0, 0.0, 0.8705463377201426, -0.0, -0.0, 0.0]",0.00946069949650303,0.0
1,1,"[0.22777025339509413, 0.72668628900673, -1.1302745037757873, 0.3440190315608418, 1.1505241859881292, -0.7310392044623374, -0.4294401184507203, -0.3772104254399543, 0.2708725257422858, -1.0085782966518124, -0.347049056848993, -0.48348940033975196, 1.3424947650119237, 0.6645468819857003, -0.7333580492649608, 0.79460802415606, 0.45172657643543124, 0.5729722174170374, -0.43005758923170817, 0.1122817067954742, 0.0, 0.0, 0.0, 0.30768418269576614, 0.0, 0.0, 0.0, -0.5886940071403263, 0.0, 0.0, 0.0, -0.822442882673561, 0.1321613033151551, -0.04690023711175406, -0.4089327926223199, 0.85002568113501, 0.0, 0.0, 0.0, 0.2422555674286795, 0.0, 0.0, 0.0, 0.25076596020095737, 0.0, 0.0, 0.0, 0.7502875180850107, -0.8277823760473557, 0.1958815222972567, -0.787461031594121, -0.5133062742224598, 0.0, 0.0, 0.0, 0.07755808256647245, 0.0, 0.0, 0.0, 0.7889526567551354, 0.0, 0.0, 0.0]",0.17487638226172425,-0.6722370649470529
1,2,"[1.1722228997998436, 0.33901504143376393, -1.255026875634721, -0.25402265576287486, 1.0452732771511324, -0.6039005601863309, -0.35025767251375994, 0.09733468567230502, -0.3517066678543832, -1.077752889128439, 0.044712463859393314, -0.4697928679573955, 1.403598144720069, 0.5873112849526616, -0.36711203762060024, 0.8451218112162131, 1.0287823200201536, 0.7750888008789341, -0.24653572736702659, 0.03560089594297336, 0.0, 0.0, 0.0, 0.7945644331315702, 0.0, 0.0, 0.0, -0.5168087306974659, 0.0, 0.0, 0.0, -1.5265728663490834, -0.019707299597779226, -1.0428855246948183, -0.14145708878088414, 1.442389485367682, 0.0, 0.0, 0.0, -0.41182398623947647, 0.0, 0.0, 0.0, 0.4126407974391808, 0.0, 0.0, 0.0, 0.7124896141243959, -0.28768667376181944, 0.21484202485316992, -0.4053453883882551, -0.18985352724857996, 0.0, 0.0, 0.0, -0.12886927734475634, 0.0, 0.0, 0.0, 1.491357641367766, 0.0, 0.0, 0.0]",0.3602681705508,-0.8740495878602922
1,3,"[1.3415540665867183, 0.27217790951083465, -1.4202006342108566, -0.17664995785187448, 1.3507006648698154, -0.18018942701085428, -0.4081158270843927, -0.47833788902524205, -0.44854761968000895, -0.9174183711710556, -0.07512821724060856, -0.49742421737664455, 1.147526058009625, 0.6635579084417782, 0.07838568967474302, 0.402767265765879, 1.4448192648563487, 0.27920817400624526, 0.5569327688793544, -0.15707309229811828, 0.0, 0.0, 0.0, 0.8583115487717639, 0.0, 0.0, 0.0, -0.362867494308836, 0.0, 0.0, 0.0, -1.4165585317918328, 0.3073626583014329, -1.114405740485349, -0.007340079820203432, 1.7040849973502916, 0.0, 0.0, 0.0, -0.21592829483889167, 0.0, 0.0, 0.0, 0.41297927457784084, 0.0, 0.0, 0.0, 0.9332883667241297, -0.019142816464485124, 0.208792737297451, -0.45660401220696484, 0.38532800647941845, 0.0, 0.0, 0.0, -0.0543267132681088, 0.0, 0.0, 0.0, 1.7532293869823148, 0.0, 0.0, 0.0]",0.4848127069155595,-0.3717874838608102
1,4,"[1.2823390579605023, -0.18980297537393098, -1.3381900960448567, -0.24782883232083358, 1.4394779209135422, 0.11394485623385603, -0.3700707687163772, -0.8784590514964202, -0.3719270963172861, -0.41394104593390224, 0.26938546743812686, -0.24317905386620153, 0.9093332970972862, 0.7297469323627227, 0.11280684730719269, 0.063295579198966, 1.7764296147096377, 0.35619154556862254, 0.7997583477726221, -0.4266764278405541, 0.0, 0.0, 0.0, 0.6196167897997721, 0.0, 0.0, 0.0, -0.43004452669346405, 0.0, 0.0, 0.0, -1.2791405132273428, 0.5519341385328356, -1.0316716901486607, 0.35447037659199165, 1.5921508051458046, 0.0, 0.0, 0.0, 0.05126865938455219, 0.0, 0.0, 0.0, 0.4597660237820394, 0.0, 0.0, 0.0, 1.0957944955808983, 0.3871885627191685, 0.33072471970023953, -0.0025163976857126014, 0.7597040181047249, 0.0, 0.0, 0.0, 0.556005912927498, 0.0, 0.0, 0.0, 1.8909662606517206, 0.0, 0.0, 0.0]",0.6060620722021682,-0.5630642867972543
1,5,"[1.339907492645558, -0.5015071813209466, -1.0128628468234888, -0.23863029282116002, 1.4167205673283274, 0.2925332233929575, -0.15602297110442462, -1.1355542481707501, -0.4053865537587281, 0.11621849075082047, 0.5827651441604579, 0.08639537887376925, 0.7968599148199721, 0.6271790205080663, 0.12321925237939063, -0.08865034461917953, 1.6181933448976575, 0.6800880279977826, 1.0702420463480187, -0.4660499039674126, 0.0, 0.0, 0.0, 0.4234936065642251, 0.0, 0.0, 0.0, -0.2758099075851001, 0.0, 0.0, 0.0, -1.2991349342073124, 0.5900290236238045, -0.7110233202811912, 0.503737173754165, 1.4289820705643197, 0.0, 0.0, 0.0, 0.2125046538913263, 0.0, 0.0, 0.0, 0.4718230905338171, 0.0, 0.0, 0.0, 1.2233456091335186, 0.4820065237915745, 0.24111377418132485, 0.3217685290303086, 0.8913903587403134, 0.0, 0.0, 0.0, 0.9758924066287469, 0.0, 0.0, 0.0, 1.8066896115994253, 0.0, 0.0, 0.0]",0.6792845609615783,-0.5595239830017872
1,6,"[1.5041578030688711, -0.7980196277969984, -0.6558219053039995, -0.17972106596641935, 1.581519764900711, 0.29822946096815944, -0.014468570569091205, -1.0450906345262574, -0.36787168539344084, 0.39650068617028067, 0.5306604004864648, 0.03078608472670217, 0.7012626673581825, 0.716192694601335, -0.17993224893812604, -0.05152567802441553, 1.4233733163915536, 0.8415302416748143, 1.4364189437977162, -0.40459090579844503, 0.0, 0.0, 0.0, 0.4187292754708257, 0.0, 0.0, 0.0, -0.00679421660769719, 0.0, 0.0, 0.0, -1.3454115708761678, 0.582154379802638, -0.7666558329949249, 0.5941190860555879, 1.3851523638477854, 0.0, 0.0, 0.0, 0.3614893989672804, 0.0, 0.0, 0.0, 0.6049102141027706, 0.0, 0.0, 0.0, 1.2860516470210488, 0.32062322809440524, 0.2005016858893785, 0.6974810405014868, 0.7169205349744403, 0.0, 0.0, 0.0, 0.5312450497930267, 0.0, 0.0, 0.0, 1.4941184577266742, 0.0, 0.0, 0.0]",0.7333115549324164,-0.5888733238800294
1,7,"[1.5099555826263098, -0.9045599407378357, -0.25793107143000304, -0.40381764758427063, 1.4247000382494495, 0.5377979634799964, 0.3813199617312635, -0.9126323100279374, -0.4885718110196598, 0.4305556637265499, 0.4223368539783091, 0.12848543209943547, 0.6542482711407497, 0.7686457205218031, -0.21978980409669088, 0.030972274131356434, 1.1440392408869668, 0.8858715435013026, 1.6144925386959565, -0.2490716746895847, 0.0, 0.0, 0.0, 0.41749882229561724, 0.0, 0.0, 0.0, 0.1437672991543776, 0.0, 0.0, 0.0, -1.3301728320614579, 0.43196369773284604, -0.6404425579731333, 0.7907343876086445, 1.448472530725837, 0.0, 0.0, 0.0, 0.22522046664900372, 0.0, 0.0, 0.0, 0.4915525551310202, 0.0, 0.0, 0.0, 1.2886971860423908, 0.05190240747871194, 0.2539170115863066, 0.9823948898659756, 0.8213875533821056, 0.0, 0.0, 0.0, 0.24578947852894428, 0.0, 0.0, 0.0, 1.3611464014904076, 0.0, 0.0, 0.0]",0.7710413023891262,-0.7268041642705955
1,8,"[1.3527564257057536, -0.9518508712831915, 0.06520404692480952, -0.4512757763194958, 1.27618624242874, 0.689012922851105, 0.6852141713587672, -0.7030855727169769, -0.3349274042946577, 0.40670744260342934, 0.22391061812429983, 0.037618518456436156, 0.7470986897573314, 0.9273797545844649, -0.16856715416854823, 0.07016211456906601, 0.7972933202968996, 0.6294622847734272, 2.0993768880207755, 0.016520974104024477, 0.0, 0.0, 0.0, 0.33557710665359003, 0.0, 0.0, 0.0, 0.32182025708597695, 0.0, 0.0, 0.0, -1.1459285774583916, 0.2811517497620231, -0.6333086748783603, 0.85107432807787, 1.356853030466667, 0.0, 0.0, 0.0, 0.16037061557965426, 0.0, 0.0, 0.0, 0.5375010556745771, 0.0, 0.0, 0.0, 1.2084411149008063, -0.2897602298477562, 0.20116782173017314, 1.0300441342966304, 0.7276253976538916, 0.0, 0.0, 0.0, 0.01997391062812895, 0.0, 0.0, 0.0, 1.2655530506978907, 0.0, 0.0, 0.0]",0.8073825973362408,-1.1144965627333703
1,9,"[1.3032739281560544, -0.8114829585979496, 0.08059905448216889, -0.6021150072567055, 1.1083994942997781, 0.8505313691265576, 0.7783654408736537, -0.5108126182983429, -0.3882436323681326, 0.37924628854148396, 0.12066239706335677, 0.12061750465886817, 0.763611759361561, 0.7760757732935619, -0.11565447583948424, 0.09787958453037056, 0.7322522135275408, 0.6830995417074243, 2.2089543391826503, 0.27872440154488254, 0.0, 0.0, 0.0, 0.2878798437910035, 0.0, 0.0, 0.0, 0.36610714289624274, 0.0, 0.0, 0.0, -1.2865244371713995, 0.2147711247736252, -0.6187852284017834, 0.6377977102394629, 1.3618182601765854, 0.0, 0.0, 0.0, -0.06876242919099307, 0.0, 0.0, 0.0, 0.5001184862754275, 0.0, 0.0, 0.0, 1.1718976897989712, -0.3142940909712471, 0.1749880808958319, 0.9393082482770901, 0.8378914387043883, 0.0, 0.0, 0.0, 0.1499206017132522, 0.0, 0.0, 0.0, 1.2429001188968896, 0.0, 0.0, 0.0]",0.8239922194637855,-0.5608120964187006
